,,cost,cost,cost,cost,time,time,time,time,bb_time,heuristic_time,nodes_explored,nodes_explored,nodes_explored,optimal,optimal,heuristic_calls,heuristic_improvements,heuristic_efficiency
,,mean,min,std,count,mean,min,max,std,mean,mean,mean,min,max,sum,count,mean,mean,mean
filename,combination,,,,,,,,,,,,,,,,,,
scp61.txt,most_fractional_none,inf,inf,,1,120.032,120.032,120.032,,120.032,0.0,2395.0,2395,2395,0,1,0.0,0.0,0.0
scp62.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp62.txt,best_first_basic,170.0,170.0,,1,120.04,120.04,120.04,,119.728,0.312,2330.0,2330,2330,0,1,12.0,0.0,0.0
scp62.txt,best_first_intermediate,156.0,156.0,,1,120.008,120.008,120.008,,110.315,9.693,2175.0,2175,2175,0,1,13.0,2.0,0.1538
scp62.txt,best_first_none,inf,inf,,1,120.0247,120.0247,120.0247,,120.0247,0.0,2133.0,2133,2133,0,1,0.0,0.0,0.0
scp62.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp62.txt,breadth_first_basic,170.0,170.0,,1,120.005,120.005,120.005,,119.793,0.212,2338.0,2338,2338,0,1,12.0,0.0,0.0
scp62.txt,breadth_first_intermediate,156.0,156.0,,1,120.005,120.005,120.005,,111.531,8.474,2220.0,2220,2220,0,1,14.0,2.0,0.1429
scp62.txt,breadth_first_none,inf,inf,,1,120.026,120.026,120.026,,120.026,0.0,2328.0,2328,2328,0,1,0.0,0.0,0.0
scp62.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp62.txt,depth_first_basic,170.0,170.0,,1,120.003,120.003,120.003,,119.768,0.235,2538.0,2538,2538,0,1,13.0,0.0,0.0
scp62.txt,depth_first_intermediate,156.0,156.0,,1,120.058,120.058,120.058,,108.572,11.486,2132.0,2132,2132,0,1,13.0,2.0,0.1538
scp62.txt,depth_first_none,inf,inf,,1,120.045,120.045,120.045,,120.045,0.0,2409.0,2409,2409,0,1,0.0,0.0,0.0
scp62.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp62.txt,hybrid_df_bf_basic,170.0,170.0,,1,120.012,120.012,120.012,,119.802,0.21,2426.0,2426,2426,0,1,12.0,0.0,0.0
scp62.txt,hybrid_df_bf_intermediate,156.0,156.0,,1,120.069,120.069,120.069,,111.64,8.429,2460.0,2460,2460,0,1,15.0,2.0,0.1333
scp62.txt,hybrid_df_bf_none,inf,inf,,1,120.013,120.013,120.013,,120.013,0.0,2415.0,2415,2415,0,1,0.0,0.0,0.0
scp62.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp62.txt,most_fractional_basic,170.0,170.0,,1,120.026,120.026,120.026,,119.832,0.194,2386.0,2386,2386,0,1,13.0,0.0,0.0
scp62.txt,most_fractional_intermediate,156.0,156.0,,1,120.007,120.007,120.007,,106.968,13.039,2079.0,2079,2079,0,1,13.0,2.0,0.1538
scp62.txt,most_fractional_none,inf,inf,,1,120.013,120.013,120.013,,120.013,0.0,2474.0,2474,2474,0,1,0.0,0.0,0.0
scp63.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp63.txt,best_first_basic,161.0,161.0,,1,120.008,120.008,120.008,,119.782,0.226,2344.0,2344,2344,0,1,13.0,0.0,0.0
scp63.txt,best_first_intermediate,156.0,156.0,,1,120.022,120.022,120.022,,110.18,9.842,2106.0,2106,2106,0,1,13.0,2.0,0.1538
scp63.txt,best_first_none,inf,inf,,1,120.014,120.014,120.014,,120.014,0.0,2284.0,2284,2284,0,1,0.0,0.0,0.0
scp63.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp63.txt,breadth_first_basic,161.0,161.0,,1,120.005,120.005,120.005,,119.785,0.22,2371.0,2371,2371,0,1,13.0,0.0,0.0
scp63.txt,breadth_first_intermediate,156.0,156.0,,1,120.065,120.065,120.065,,114.241,5.824,1997.0,1997,1997,0,1,12.0,2.0,0.1667
scp63.txt,breadth_first_none,inf,inf,,1,120.011,120.011,120.011,,120.011,0.0,2506.0,2506,2506,0,1,0.0,0.0,0.0
scp63.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp63.txt,depth_first_basic,161.0,161.0,,1,120.037,120.037,120.037,,119.845,0.192,2563.0,2563,2563,0,1,13.0,0.0,0.0
scp63.txt,depth_first_intermediate,156.0,156.0,,1,120.009,120.009,120.009,,114.115,5.894,2375.0,2375,2375,0,1,14.0,2.0,0.1429
scp63.txt,depth_first_none,inf,inf,,1,120.042,120.042,120.042,,120.042,0.0,2343.0,2343,2343,0,1,0.0,0.0,0.0
scp63.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp63.txt,hybrid_df_bf_basic,161.0,161.0,,1,120.073,120.073,120.073,,119.604,0.469,2021.0,2021,2021,0,1,11.0,0.0,0.0
scp63.txt,hybrid_df_bf_intermediate,156.0,156.0,,1,120.014,120.014,120.014,,110.306,9.708,2148.0,2148,2148,0,1,13.0,2.0,0.1538
scp63.txt,hybrid_df_bf_none,inf,inf,,1,120.009,120.009,120.009,,120.009,0.0,2172.0,2172,2172,0,1,0.0,0.0,0.0
scp63.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp63.txt,most_fractional_basic,161.0,161.0,,1,120.038,120.038,120.038,,119.698,0.34,2499.0,2499,2499,0,1,13.0,0.0,0.0
scp63.txt,most_fractional_intermediate,156.0,156.0,,1,120.039,120.039,120.039,,112.498,7.541,2327.0,2327,2327,0,1,14.0,2.0,0.1429
scp63.txt,most_fractional_none,inf,inf,,1,120.07,120.07,120.07,,120.07,0.0,2524.0,2524,2524,0,1,0.0,0.0,0.0
scp64.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp64.txt,best_first_basic,131.0,131.0,,1,3.491,3.491,3.491,,3.284,0.207,63.0,63,63,1,1,3.0,0.0,0.0
scp64.txt,best_first_intermediate,131.0,131.0,,1,17.2682,17.2682,17.2682,,4.8567,12.4115,63.0,63,63,1,1,4.0,1.0,0.25
scp64.txt,best_first_none,131.0,131.0,,1,3.174,3.174,3.174,,3.174,0.0,63.0,63,63,1,1,0.0,0.0,0.0
scp64.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp64.txt,breadth_first_basic,131.0,131.0,,1,10.1917,10.1917,10.1917,,9.8137,0.378,145.0,145,145,1,1,3.0,0.0,0.0
scp64.txt,breadth_first_intermediate,131.0,131.0,,1,17.634,17.634,17.634,,7.748,9.886,145.0,145,145,1,1,4.0,1.0,0.25
scp64.txt,breadth_first_none,131.0,131.0,,1,11.2802,11.2802,11.2802,,11.2802,0.0,145.0,145,145,1,1,0.0,0.0,0.0
scp64.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp64.txt,depth_first_basic,131.0,131.0,,1,10.5334,10.5334,10.5334,,10.3223,0.211,195.0,195,195,1,1,3.0,0.0,0.0
scp64.txt,depth_first_intermediate,131.0,131.0,,1,20.1966,20.1966,20.1966,,10.4945,9.7021,195.0,195,195,1,1,4.0,1.0,0.25
scp64.txt,depth_first_none,131.0,131.0,,1,10.4763,10.4763,10.4763,,10.4763,0.0,195.0,195,195,1,1,0.0,0.0,0.0
scp64.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp64.txt,hybrid_df_bf_basic,131.0,131.0,,1,4.89,4.89,4.89,,4.669,0.221,89.0,89,89,1,1,3.0,0.0,0.0
scp64.txt,hybrid_df_bf_intermediate,131.0,131.0,,1,14.807,14.807,14.807,,4.713,10.094,89.0,89,89,1,1,4.0,1.0,0.25
scp64.txt,hybrid_df_bf_none,131.0,131.0,,1,4.638,4.638,4.638,,4.638,0.0,89.0,89,89,1,1,0.0,0.0,0.0
scp64.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp64.txt,most_fractional_basic,131.0,131.0,,1,12.3122,12.3122,12.3122,,12.0992,0.213,223.0,223,223,1,1,4.0,0.0,0.0
scp64.txt,most_fractional_intermediate,131.0,131.0,,1,27.9334,27.9334,27.9334,,13.0251,14.9083,223.0,223,223,1,1,5.0,1.0,0.2
scp64.txt,most_fractional_none,131.0,131.0,,1,12.2106,12.2106,12.2106,,12.2106,0.0,223.0,223,223,1,1,0.0,0.0,0.0
scp65.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp65.txt,best_first_basic,161.0,161.0,,1,118.8273,118.8273,118.8273,,118.6163,0.211,2053.0,2053,2053,1,1,13.0,0.0,0.0
scp65.txt,best_first_intermediate,161.0,161.0,,1,120.0341,120.0341,120.0341,,98.5789,21.4552,1697.0,1697,1697,1,1,12.0,2.0,0.1667
scp65.txt,best_first_none,161.0,161.0,,1,118.7941,118.7941,118.7941,,118.7941,0.0,2053.0,2053,2053,1,1,0.0,0.0,0.0
scp65.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp65.txt,breadth_first_basic,196.0,196.0,,1,120.0505,120.0505,120.0505,,119.8375,0.213,1905.0,1905,1905,0,1,12.0,0.0,0.0
scp65.txt,breadth_first_intermediate,180.0,180.0,,1,120.0016,120.0016,120.0016,,104.9375,15.0641,1699.0,1699,1699,0,1,12.0,2.0,0.1667
scp65.txt,breadth_first_none,inf,inf,,1,120.0209,120.0209,120.0209,,120.0209,0.0,1932.0,1932,1932,0,1,0.0,0.0,0.0
scp65.txt,depth_first_advanced,183.0,183.0,,1,121.4654,121.4654,121.4654,,82.7834,38.682,1000.0,1000,1000,1,1,5.0,3.0,0.6
scp65.txt,depth_first_basic,196.0,196.0,,1,120.0192,120.0192,120.0192,,119.7722,0.247,1680.0,1680,1680,1,1,11.0,0.0,0.0
scp65.txt,depth_first_intermediate,180.0,180.0,,1,120.0599,120.0599,120.0599,,99.0407,21.0192,1515.0,1515,1515,1,1,11.0,2.0,0.1818
scp65.txt,depth_first_none,3267.0,3267.0,,1,120.0056,120.0056,120.0056,,120.0056,0.0,1250.0,1250,1250,1,1,0.0,0.0,0.0
scp65.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp65.txt,hybrid_df_bf_basic,161.0,161.0,,1,120.0323,120.0323,120.0323,,119.8053,0.227,2070.0,2070,2070,1,1,13.0,0.0,0.0
scp65.txt,hybrid_df_bf_intermediate,161.0,161.0,,1,120.0095,120.0095,120.0095,,104.6357,15.3738,1901.0,1901,1901,1,1,13.0,2.0,0.1538
scp65.txt,hybrid_df_bf_none,161.0,161.0,,1,120.0612,120.0612,120.0612,,120.0612,0.0,2069.0,2069,2069,1,1,0.0,0.0,0.0
scp65.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp65.txt,most_fractional_basic,161.0,161.0,,1,68.3612,68.3612,68.3612,,68.1462,0.215,941.0,941,941,1,1,7.0,0.0,0.0
scp65.txt,most_fractional_intermediate,161.0,161.0,,1,75.189,75.189,75.189,,60.1899,14.9991,941.0,941,941,1,1,8.0,1.0,0.125
scp65.txt,most_fractional_none,161.0,161.0,,1,55.157,55.157,55.157,,55.157,0.0,941.0,941,941,1,1,0.0,0.0,0.0
scpa1.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa1.txt,best_first_basic,288.0,288.0,,1,120.014,120.014,120.014,,118.982,1.032,1067.0,1067,1067,0,1,8.0,0.0,0.0
scpa1.txt,best_first_intermediate,281.0,281.0,,1,277.151,277.151,277.151,,0.001,277.15,0.0,0,0,0,1,4.0,1.0,0.25
scpa1.txt,best_first_none,inf,inf,,1,120.049,120.049,120.049,,120.049,0.0,1034.0,1034,1034,0,1,0.0,0.0,0.0
scpa1.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa1.txt,breadth_first_basic,288.0,288.0,,1,120.078,120.078,120.078,,118.972,1.106,1045.0,1045,1045,0,1,7.0,0.0,0.0
scpa1.txt,breadth_first_intermediate,281.0,281.0,,1,285.117,285.117,285.117,,0.001,285.116,0.0,0,0,0,1,4.0,1.0,0.25
scpa1.txt,breadth_first_none,inf,inf,,1,120.059,120.059,120.059,,120.059,0.0,1081.0,1081,1081,0,1,0.0,0.0,0.0
scpa1.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa1.txt,depth_first_basic,288.0,288.0,,1,120.065,120.065,120.065,,119.035,1.03,1009.0,1009,1009,0,1,7.0,0.0,0.0
scpa1.txt,depth_first_intermediate,281.0,281.0,,1,277.551,277.551,277.551,,0.001,277.55,0.0,0,0,0,1,4.0,1.0,0.25
scpa1.txt,depth_first_none,inf,inf,,1,120.011,120.011,120.011,,120.011,0.0,949.0,949,949,0,1,0.0,0.0,0.0
scpa1.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa1.txt,hybrid_df_bf_basic,288.0,288.0,,1,120.056,120.056,120.056,,118.614,1.442,1061.0,1061,1061,0,1,8.0,0.0,0.0
scpa1.txt,hybrid_df_bf_intermediate,281.0,281.0,,1,274.433,274.433,274.433,,0.001,274.432,0.0,0,0,0,1,4.0,1.0,0.25
scpa1.txt,hybrid_df_bf_none,inf,inf,,1,120.165,120.165,120.165,,120.165,0.0,1072.0,1072,1072,0,1,0.0,0.0,0.0
scpa1.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa1.txt,most_fractional_basic,288.0,288.0,,1,120.08,120.08,120.08,,118.773,1.307,1058.0,1058,1058,0,1,8.0,0.0,0.0
scpa1.txt,most_fractional_intermediate,281.0,281.0,,1,272.76,272.76,272.76,,0.002,272.758,0.0,0,0,0,1,4.0,1.0,0.25
scpa1.txt,most_fractional_none,inf,inf,,1,120.095,120.095,120.095,,120.095,0.0,1083.0,1083,1083,0,1,0.0,0.0,0.0
scpa2.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa2.txt,best_first_basic,284.0,284.0,,1,120.0386,120.0386,120.0386,,118.8626,1.176,803.0,803,803,0,1,7.0,0.0,0.0
scpa2.txt,best_first_intermediate,280.0,280.0,,1,219.8787,219.8787,219.8787,,0.001,219.8777,0.0,0,0,0,1,4.0,1.0,0.25
scpa2.txt,best_first_none,inf,inf,,1,120.0335,120.0335,120.0335,,120.0335,0.0,712.0,712,712,0,1,0.0,0.0,0.0
scpa2.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa2.txt,breadth_first_basic,284.0,284.0,,1,120.0649,120.0649,120.0649,,118.9409,1.124,636.0,636,636,0,1,6.0,0.0,0.0
scpa2.txt,breadth_first_intermediate,280.0,280.0,,1,214.485,214.485,214.485,,0.002,214.483,0.0,0,0,0,1,4.0,1.0,0.25
scpa2.txt,breadth_first_none,inf,inf,,1,120.166,120.166,120.166,,120.166,0.0,680.0,680,680,0,1,0.0,0.0,0.0
scpa2.txt,depth_first_advanced,266.0,266.0,,1,162.5255,162.5255,162.5255,,68.1225,94.403,300.0,300,300,1,1,2.0,0.0,0.0
scpa2.txt,depth_first_basic,284.0,284.0,,1,120.1983,120.1983,120.1983,,119.0583,1.14,540.0,540,540,0,1,5.0,0.0,0.0
scpa2.txt,depth_first_intermediate,280.0,280.0,,1,212.8517,212.8517,212.8517,,0.002,212.8497,0.0,0,0,0,1,4.0,1.0,0.25
scpa2.txt,depth_first_none,inf,inf,,1,120.1067,120.1067,120.1067,,120.1067,0.0,308.0,308,308,0,1,0.0,0.0,0.0
scpa2.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa2.txt,hybrid_df_bf_basic,284.0,284.0,,1,120.0141,120.0141,120.0141,,118.9021,1.112,771.0,771,771,0,1,6.0,0.0,0.0
scpa2.txt,hybrid_df_bf_intermediate,280.0,280.0,,1,221.273,221.273,221.273,,0.001,221.272,0.0,0,0,0,1,4.0,1.0,0.25
scpa2.txt,hybrid_df_bf_none,inf,inf,,1,120.1396,120.1396,120.1396,,120.1396,0.0,801.0,801,801,0,1,0.0,0.0,0.0
scpa2.txt,most_fractional_advanced,255.0,255.0,,1,146.7484,146.7484,146.7484,,59.8062,86.9422,300.0,300,300,1,1,2.0,0.0,0.0
scpa2.txt,most_fractional_basic,284.0,284.0,,1,120.0387,120.0387,120.0387,,118.1651,1.8737,521.0,521,521,0,1,5.0,0.0,0.0
scpa2.txt,most_fractional_intermediate,280.0,280.0,,1,226.2008,226.2008,226.2008,,0.002,226.1988,0.0,0,0,0,1,4.0,1.0,0.25
scpa2.txt,most_fractional_none,inf,inf,,1,120.2056,120.2056,120.2056,,120.2056,0.0,549.0,549,549,0,1,0.0,0.0,0.0
scpa3.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa3.txt,best_first_basic,270.0,270.0,,1,120.014,120.014,120.014,,118.872,1.142,1047.0,1047,1047,0,1,8.0,0.0,0.0
scpa3.txt,best_first_intermediate,261.0,261.0,,1,381.858,381.858,381.858,,0.003,381.855,0.0,0,0,0,1,4.0,1.0,0.25
scpa3.txt,best_first_none,inf,inf,,1,120.002,120.002,120.002,,120.002,0.0,1052.0,1052,1052,0,1,0.0,0.0,0.0
scpa3.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa3.txt,breadth_first_basic,270.0,270.0,,1,120.045,120.045,120.045,,118.924,1.121,1066.0,1066,1066,0,1,8.0,0.0,0.0
scpa3.txt,breadth_first_intermediate,261.0,261.0,,1,389.558,389.558,389.558,,0.002,389.556,0.0,0,0,0,1,4.0,1.0,0.25
scpa3.txt,breadth_first_none,inf,inf,,1,120.055,120.055,120.055,,120.055,0.0,1082.0,1082,1082,0,1,0.0,0.0,0.0
scpa3.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa3.txt,depth_first_basic,270.0,270.0,,1,120.168,120.168,120.168,,119.128,1.04,1041.0,1041,1041,0,1,8.0,0.0,0.0
scpa3.txt,depth_first_intermediate,261.0,261.0,,1,386.178,386.178,386.178,,0.002,386.176,0.0,0,0,0,1,4.0,1.0,0.25
scpa3.txt,depth_first_none,inf,inf,,1,120.061,120.061,120.061,,120.061,0.0,1058.0,1058,1058,0,1,0.0,0.0,0.0
scpa3.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa3.txt,hybrid_df_bf_basic,270.0,270.0,,1,120.073,120.073,120.073,,117.587,2.486,1046.0,1046,1046,0,1,8.0,0.0,0.0
scpa3.txt,hybrid_df_bf_intermediate,261.0,261.0,,1,385.023,385.023,385.023,,0.003,385.02,0.0,0,0,0,1,4.0,1.0,0.25
scpa3.txt,hybrid_df_bf_none,inf,inf,,1,120.062,120.062,120.062,,120.062,0.0,1071.0,1071,1071,0,1,0.0,0.0,0.0
scpa3.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa3.txt,most_fractional_basic,270.0,270.0,,1,120.081,120.081,120.081,,119.016,1.065,1084.0,1084,1084,0,1,8.0,0.0,0.0
scpa3.txt,most_fractional_intermediate,261.0,261.0,,1,387.723,387.723,387.723,,0.002,387.721,0.0,0,0,0,1,4.0,1.0,0.25
scpa3.txt,most_fractional_none,inf,inf,,1,120.101,120.101,120.101,,120.101,0.0,1066.0,1066,1066,0,1,0.0,0.0,0.0
scpa4.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa4.txt,best_first_basic,278.0,278.0,,1,120.084,120.084,120.084,,118.238,1.846,1117.0,1117,1117,0,1,8.0,0.0,0.0
scpa4.txt,best_first_intermediate,259.0,259.0,,1,524.9282,524.9282,524.9282,,0.002,524.9262,0.0,0,0,0,1,4.0,1.0,0.25
scpa4.txt,best_first_none,inf,inf,,1,120.172,120.172,120.172,,120.172,0.0,1102.0,1102,1102,0,1,0.0,0.0,0.0
scpa4.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa4.txt,breadth_first_basic,278.0,278.0,,1,120.084,120.084,120.084,,118.379,1.705,1101.0,1101,1101,0,1,8.0,0.0,0.0
scpa4.txt,breadth_first_intermediate,259.0,259.0,,1,506.23,506.23,506.23,,0.002,506.228,0.0,0,0,0,1,4.0,1.0,0.25
scpa4.txt,breadth_first_none,inf,inf,,1,120.053,120.053,120.053,,120.053,0.0,1158.0,1158,1158,0,1,0.0,0.0,0.0
scpa4.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa4.txt,depth_first_basic,278.0,278.0,,1,120.008,120.008,120.008,,118.931,1.077,1091.0,1091,1091,0,1,8.0,0.0,0.0
scpa4.txt,depth_first_intermediate,259.0,259.0,,1,520.002,520.002,520.002,,0.001,520.001,0.0,0,0,0,1,4.0,1.0,0.25
scpa4.txt,depth_first_none,inf,inf,,1,120.096,120.096,120.096,,120.096,0.0,1115.0,1115,1115,0,1,0.0,0.0,0.0
scpa4.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa4.txt,hybrid_df_bf_basic,278.0,278.0,,1,120.0614,120.0614,120.0614,,119.0264,1.035,1098.0,1098,1098,0,1,8.0,0.0,0.0
scpa4.txt,hybrid_df_bf_intermediate,259.0,259.0,,1,527.7324,527.7324,527.7324,,0.002,527.7304,0.0,0,0,0,1,4.0,1.0,0.25
scpa4.txt,hybrid_df_bf_none,inf,inf,,1,120.089,120.089,120.089,,120.089,0.0,1107.0,1107,1107,0,1,0.0,0.0,0.0
scpa4.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa4.txt,most_fractional_basic,278.0,278.0,,1,120.0529,120.0529,120.0529,,118.9709,1.082,1118.0,1118,1118,0,1,8.0,0.0,0.0
scpa4.txt,most_fractional_intermediate,259.0,259.0,,1,527.8373,527.8373,527.8373,,0.001,527.8363,0.0,0,0,0,1,4.0,1.0,0.25
scpa4.txt,most_fractional_none,inf,inf,,1,120.0724,120.0724,120.0724,,120.0724,0.0,1110.0,1110,1110,0,1,0.0,0.0,0.0
scpa5.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa5.txt,best_first_basic,271.0,271.0,,1,120.0703,120.0703,120.0703,,118.8823,1.188,1149.0,1149,1149,0,1,8.0,0.0,0.0
scpa5.txt,best_first_intermediate,262.0,262.0,,1,345.5455,345.5455,345.5455,,0.002,345.5435,0.0,0,0,0,1,4.0,1.0,0.25
scpa5.txt,best_first_none,inf,inf,,1,120.059,120.059,120.059,,120.059,0.0,1153.0,1153,1153,0,1,0.0,0.0,0.0
scpa5.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa5.txt,breadth_first_basic,271.0,271.0,,1,120.048,120.048,120.048,,118.8799,1.1682,1032.0,1032,1032,0,1,7.0,0.0,0.0
scpa5.txt,breadth_first_intermediate,262.0,262.0,,1,345.7196,345.7196,345.7196,,0.002,345.7176,0.0,0,0,0,1,4.0,1.0,0.25
scpa5.txt,breadth_first_none,inf,inf,,1,120.0557,120.0557,120.0557,,120.0557,0.0,1074.0,1074,1074,0,1,0.0,0.0,0.0
scpa5.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa5.txt,depth_first_basic,271.0,271.0,,1,120.0977,120.0977,120.0977,,119.0007,1.097,1124.0,1124,1124,0,1,8.0,0.0,0.0
scpa5.txt,depth_first_intermediate,262.0,262.0,,1,348.5294,348.5294,348.5294,,0.001,348.5284,0.0,0,0,0,1,4.0,1.0,0.25
scpa5.txt,depth_first_none,inf,inf,,1,120.101,120.101,120.101,,120.101,0.0,1151.0,1151,1151,0,1,0.0,0.0,0.0
scpa5.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa5.txt,hybrid_df_bf_basic,271.0,271.0,,1,120.016,120.016,120.016,,118.86,1.156,1101.0,1101,1101,0,1,8.0,0.0,0.0
scpa5.txt,hybrid_df_bf_intermediate,262.0,262.0,,1,350.5705,350.5705,350.5705,,0.002,350.5685,0.0,0,0,0,1,4.0,1.0,0.25
scpa5.txt,hybrid_df_bf_none,inf,inf,,1,120.0791,120.0791,120.0791,,120.0791,0.0,1119.0,1119,1119,0,1,0.0,0.0,0.0
scpa5.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpa5.txt,most_fractional_basic,271.0,271.0,,1,120.0151,120.0151,120.0151,,118.7921,1.223,1119.0,1119,1119,0,1,8.0,0.0,0.0
scpa5.txt,most_fractional_intermediate,262.0,262.0,,1,349.1737,349.1737,349.1737,,0.003,349.1707,0.0,0,0,0,1,4.0,1.0,0.25
scpa5.txt,most_fractional_none,inf,inf,,1,120.1029,120.1029,120.1029,,120.1029,0.0,1111.0,1111,1111,0,1,0.0,0.0,0.0
scpb1.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scpb1.txt,best_first_basic,77.0,77.0,,1,120.0459,120.0459,120.0459,,119.1859,0.86,843.0,843,843,0,1,7.0,0.0,0.0
scpb1.txt,best_first_intermediate,72.0,72.0,,1,120.0075,120.0075,120.0075,,38.2825,81.7249,286.0,286,286,0,1,5.0,2.0,0.4
