filename,search_strategy,heuristic_strategy,combination,run,cost,time,nodes_explored,optimal,heuristic_time,heuristic_calls,heuristic_improvements,bb_time,heuristic_efficiency
scp42.txt,hybrid_df_bf,intermediate,hybrid_df_bf_intermediate,3,512.0,33.493995904922485,1,True,33.45999550819397,4,1,0.034000396728515625,0.25
scp42.txt,hybrid_df_bf,advanced,hybrid_df_bf_advanced,1,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp42.txt,hybrid_df_bf,advanced,hybrid_df_bf_advanced,2,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp42.txt,hybrid_df_bf,advanced,hybrid_df_bf_advanced,3,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp42.txt,most_fractional,none,most_fractional_none,1,512.0,0.034001827239990234,1,True,0.0,0,0,0.034001827239990234,0.0
scp42.txt,most_fractional,none,most_fractional_none,2,512.0,0.03299975395202637,1,True,0.0,0,0,0.03299975395202637,0.0
scp42.txt,most_fractional,none,most_fractional_none,3,512.0,0.033998727798461914,1,True,0.0,0,0,0.033998727798461914,0.0
scp42.txt,most_fractional,basic,most_fractional_basic,1,512.0,0.30700039863586426,1,True,0.27199602127075195,3,0,0.035004377365112305,0.0
scp42.txt,most_fractional,basic,most_fractional_basic,2,512.0,0.2910037040710449,1,True,0.2559983730316162,3,0,0.03500533103942871,0.0
scp42.txt,most_fractional,basic,most_fractional_basic,3,512.0,0.2910003662109375,1,True,0.2560000419616699,3,0,0.03500032424926758,0.0
scp42.txt,most_fractional,intermediate,most_fractional_intermediate,1,512.0,33.970003604888916,1,True,33.935999393463135,4,1,0.03400421142578125,0.25
scp42.txt,most_fractional,intermediate,most_fractional_intermediate,2,512.0,35.042994022369385,1,True,35.00799226760864,4,1,0.03500175476074219,0.25
scp42.txt,most_fractional,intermediate,most_fractional_intermediate,3,512.0,33.35499978065491,1,True,33.32199811935425,4,1,0.03300166130065918,0.25
scp42.txt,most_fractional,advanced,most_fractional_advanced,1,inf,60.0,0,False,0.0,0,0,60.0,0.0
